experiment_id,timestamp,git_sha,dataset_sha,description_sha,model,feature_set,quarantines,cv_scheme,seed,primary_metric,metric_value,status,reason,artifact_path
EXP012.1,2026-08-12T07:41:04.927594+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_top_120,member feature sets,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC (mean over repeats),0.76904,REFERENCE_ONLY,baseline for the ensemble comparison - the best single model,artifacts/metrics/ensemble_v2.json
EXP012.2,2026-08-12T07:41:04.927594+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,"rank_mean of xgboost_top_120, xgboost_top_60, lightgbm_viewA_top_60, lightgbm_viewB_top_60",member feature sets,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC (mean over repeats),0.73552,REJECTED,wins 0/3 repeats vs xgboost_top_120. Flat protocol; re-judged on nested folds by nested_ses (§53). SINGLE_MODEL_KEPT,artifacts/metrics/ensemble_v2.json
EXP012.3,2026-08-12T07:41:04.927594+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,"logit_mean of xgboost_top_120, xgboost_top_60, lightgbm_viewA_top_60, lightgbm_viewB_top_60",member feature sets,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC (mean over repeats),0.76946,REJECTED,wins 1/3 repeats vs xgboost_top_120. Flat protocol; re-judged on nested folds by nested_ses (§53). SINGLE_MODEL_KEPT,artifacts/metrics/ensemble_v2.json
EXP012.4,2026-08-12T07:41:04.927594+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,"borda of xgboost_top_120, xgboost_top_60, lightgbm_viewA_top_60, lightgbm_viewB_top_60",member feature sets,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC (mean over repeats),0.73552,REJECTED,wins 0/3 repeats vs xgboost_top_120. Flat protocol; re-judged on nested folds by nested_ses (§53). SINGLE_MODEL_KEPT,artifacts/metrics/ensemble_v2.json
EXP012.5,2026-08-12T07:41:04.927594+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,"stacker of xgboost_top_120, xgboost_top_60, lightgbm_viewA_top_60, lightgbm_viewB_top_60",member feature sets,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC (mean over repeats),0.74269,REJECTED,wins 0/3 repeats vs xgboost_top_120. Flat protocol; re-judged on nested folds by nested_ses (§53). SINGLE_MODEL_KEPT,artifacts/metrics/ensemble_v2.json
EXP013,2026-07-10T20:44:25.844031+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,probability ensemble (gen-1),"lightgbm_tuned_top60, xgboost_tuned_top60, catboost_tuned_top60",F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC (mean over repeats),0.83963,REJECTED,"generation-1 ensemble decision, superseded by ensemble_v2",artifacts/metrics/ensemble_decision.json
EXP014,2026-08-13T02:53:19.184309+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_top_120,top_120,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,generalization score (see rule),0.83385,ACCEPTED,promoted champion under addendum UPDATE 13: generalization_score = PR_AUC_mean - 0.5 * PR_AUC_std + 0.1 * Recall@100. Applied only within a 0.01,artifacts/metrics/promotion_decision_v2.json
EXP015,2026-08-12T11:00:52.823597+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,tabpfn_top_60 vs xgboost_top_120,champion vs challenger sets,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC (challenger),0.91100,ACCEPTED,challenger review gates; addendum UPDATE 1 - champion selection reopened; TabPFN is a challenger until measured over >= 3 independent fold seeds,artifacts/metrics/challenger_review_v2.json
EXP016.1,2026-08-12T13:15:04+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_top_120,champion set,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,single held-out split (historical),42,holdout PR-AUC,0.72627,REFERENCE_ONLY,"HISTORICAL HOLDOUT - already viewed, no longer an unbiased selection set (§9)",artifacts/metrics/holdout_metrics.json
EXP016.2,2026-08-12T13:15:04+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,retired_gen1_pre_firewall_stack,pre-firewall,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,single held-out split (historical),42,holdout PR-AUC,0.82423,REJECTED_LEAKAGE,pre-firewall generation; RETIRED. Produced by catboost_tuned_top60 on a pre-firewall feature pool. Not a description of current behaviour.,artifacts/metrics/holdout_metrics.json
EXP017,2026-07-10T20:53:58+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,catboost_tuned_top60,pre-firewall,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,single held-out split (historical),42,locked-test PR-AUC,0.82423,REJECTED_LEAKAGE,"RETIRED generation-1 run on a pre-firewall feature pool - not a description of current behaviour, and not a competition result",artifacts/metrics/locked_test_metrics.json
EXP018,2026-08-13T17:55:50+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,catboost_tuned_top60,pre-firewall,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,single held-out split (historical),42,locked-test PR-AUC,0.82423,REJECTED_LEAKAGE,"RETIRED generation-1 run on a pre-firewall feature pool - not a description of current behaviour, and not a competition result",artifacts/metrics/final_locked_test_metrics.json
EXP019,2026-07-10T20:47:22+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,catboost_tuned_top60, selected,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,calibrated OOF PR-AUC (policy artifact),0.86055,SUPERSEDED,"generation-1 policy stack, superseded by v2 - pre-firewall winner",artifacts/metrics/lens_stack_oof.json
EXP020,2026-08-12T13:14:50+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_top_120,120 selected,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,calibrated OOF PR-AUC (policy artifact),0.80465,ACCEPTED,"calibration {'comparison': {'platt': {'brier': 0.0031275788590464466, 'ece': 0.00148947036757931}, 'isotonic': {'brier': 0.003158891480711878, 'ece': 0.0016981666995132612}}, 'winner': 'platt', 'rule': 'isotonic needs >=2% relative improvement on BOTH Brier and ECE (few positives -> prefer simpler calibrator)'}, policy version 1.0",artifacts/metrics/lens_stack_oof_v2.json
EXP021,2026-08-12T09:00:54.477904+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_top_120,champion set,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,champion OOF PR-AUC (shield reference),0.76904,ACCEPTED,"validation shield: feature stability, shift-prone ablation, leakage flags. no blocker",artifacts/metrics/validation_shield_v2.json
EXP022,2026-08-12T09:09:49.299417+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,champion,champion set,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,hidden-validation robustness grade,LOW,DIAGNOSTIC,graded against published thresholds; limited by prediction_rank_stability,artifacts/metrics/robustness_grade_v2.json
EXP023,2026-08-12T08:39:18.362549+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,"xgboost_top_120, xgboost_top_60, lightgbm_top_60, catboost_top_60, xgboost_top_3",champion set,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,rows flagged POSSIBLE_LABEL_NOISE,1,DIAGNOSTIC,"observation only - nothing relabelled, nothing deleted (§22)",artifacts/metrics/label_noise_audit_v2.json
EXP024,2026-08-13T17:43:34+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_top_120,champion set,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,recall at analyst budget (curve),0.39062,ACCEPTED,capacity curve from stored OOF predictions; retraining_performed=false,artifacts/metrics/capacity_curve.json
EXP025,2026-08-12T12:43:45.366291+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,champion,champion set,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,missed mules classified,11,DIAGNOSTIC,read-only miss taxonomy; may not be used to write per-case rules,artifacts/metrics/error_atlas.json
EXP026.1,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,dummy_prevalence,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.00871,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.2,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,logistic_l2,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.23283,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.3,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_baseline,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.61416,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.4,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,REJECTED_leakage_lgbm_with_F3912,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.94190,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.5,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_full,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.76372,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.6,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.77166,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.7,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_top30,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.75623,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.8,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_top15,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.64397,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.9,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_tuned_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.75596,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.10,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,catboost_tuned_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.80773,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP026.11,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,tabpfn_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.89696,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/oof_metrics.json
EXP027.1,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,dummy_prevalence,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.00871,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.2,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,logistic_l2,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.23283,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.3,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_baseline,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.61416,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.4,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,REJECTED_leakage_lgbm_with_F3912,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.94190,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.5,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_full,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.76372,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.6,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.77166,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.7,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_top30,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.75623,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.8,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,lightgbm_tuned_top15,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.64397,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.9,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_tuned_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.75596,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.10,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,catboost_tuned_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.80773,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP027.11,2026-07-10T21:42:19.114160+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,tabpfn_top60,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,OOF PR-AUC,0.89696,SUPERSEDED,"generation-1 flat OOF metrics, kept for reconciliation",artifacts/metrics/final_oof_metrics.json
EXP028,2026-08-12T08:56:44.498166+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,merchant legitimacy verifier,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,verifier OOF PR-AUC (business-evidence view),0.63604,ACCEPTED,"hard-negative safeguard: measures business look-alikes, never overrides the champion score (§29)",artifacts/metrics/merchant_verifier_v2.json
EXP029,2026-08-12T15:51:05.609990+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,missingness signature (probe),,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,probe status (in-sample only),EXPLORATORY - NOT A SELECTION INSTRUMENT,DIAGNOSTIC,"in-sample maxima over 358 candidate indicators - a shortlist, not evidence of gain; the ablation is the evidence",artifacts/metrics/missingness_probe.json
EXP030,2026-08-14T08:42:03.684745+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,shipped bundle,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,dry-run variants passed,11/11,ACCEPTED,"organiser dry run: predictions invariant across input variants, model unchanged",artifacts/metrics/organiser_dry_run.json
EXP031,2026-07-10T20:54:00.893856+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,drift monitor,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,score PSI,0.00000,DIAGNOSTIC,population stability on the historical holdout,artifacts/metrics/drift_locked_test.json
EXP032,2026-07-10T20:14:14+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,temporal stress,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,temporal stress status,NOT_VALID,DIAGNOSTIC,temporal ordering unavailable in this dataset,artifacts/metrics/temporal_stress_metrics.json
EXP033,2026-07-10T20:48:36+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,NOT_AN_EXPERIMENT,"reference distribution for the drift monitor, not a result",artifacts/metrics/drift_baseline_summary.json
EXP034,2026-07-10T20:54:02+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,NOT_AN_EXPERIMENT,"audit log of every locked-test read, not a result",artifacts/metrics/locked_test_touch_log.json
EXP035,2026-08-12T13:14:52+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,NOT_AN_EXPERIMENT,"operational timing measurement, not a model comparison",artifacts/metrics/tabpfn_latency.json
EXP036,2026-08-23T10:20:48+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,NOT_AN_EXPERIMENT,"operational timing of the similarity index (build, query p50/p95, explanation overhead), not a model comparison",artifacts/metrics/cohort_radar_performance.json
EXP037,2026-08-23T10:24:56.164481+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,NOT_AN_EXPERIMENT,"section 55's presentation of results already recorded here; it re-derives 27 columns from the saved OOF predictions and fits nothing, so it adds a view, not a result",artifacts/metrics/final_accuracy_table.json
EXP038,2026-08-23T10:24:52.977763+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,NOT_AN_EXPERIMENT,"verification run: nine checks that the shipped artifacts agree with the predictions behind them. A pass is evidence about the ledger, not a new entry in it",artifacts/metrics/verify_metrics.json
EXP039,2026-08-23T09:44:55.348888+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,"cohort radar 1.0 (retrieval, post-model)","120 champion features, SHAP-weighted Gower",F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,"outer-fold-safe: similarity fitted on outer-training rows only, queries from outer-validation rows only",42,lift@10 over base prevalence (positive queries),77.47127,DIAGNOSTIC,"retrieval quality of a post-model similarity layer, not classifier accuracy and not evidence of common ownership; changes no probability, tier or threshold",artifacts/metrics/cohort_radar_retrieval.json
EXP040,2026-08-13T03:00:13+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,xgboost_top_120,120 features,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,flat stratified 5-fold x 3 repeats,42,top feature by mean |SHAP| (F3908),0.55153,DIAGNOSTIC,"global attribution, refitted per fold to attribute out-of-fold; explains the model, never selects features",artifacts/metrics/global_shap_importance.json
EXP041,2026-08-13T17:43:24.778863+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,histgb,tuned in-fold vs fixed top_120,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,"nested: outer stratified 5-fold x 3 repeats, inner 4-fold",42,paired mean AP gain from NOT tuning (15 outer folds),0.00205,REJECTED,"resolves docs/TUNING_OVERFIT_HYPOTHESIS.md: sign 10/15 p 0.30176, Wilcoxon p 0.56140, paired t p 0.76360; the pooled gap is a pooling effect, and nothing is re-promoted",artifacts/metrics/tuning_overfit_test.json
EXP042,2026-08-13T17:42:30.716668+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,nested promotion check,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,"nested: outer stratified 5-fold x 3 repeats, inner 4-fold",42,verdict,CHAMPION_CHALLENGED,DIAGNOSTIC,"does the shipped champion survive the primary protocol - read-only, promotes nothing",artifacts/metrics/nested_promotion_decision.json
EXP043,2026-08-13T14:06:25.482811+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,REFERENCE_ONLY,"spec-named mirror of artifacts/metrics/nested_cv.json (nested tournament); the result is recorded there, not twice",artifacts/metrics/final_nested_cv.json
EXP044,2026-08-14T08:02:10+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,not a cross-validated experiment,42,,,REFERENCE_ONLY,"spec-named mirror of artifacts/metrics/lens_stack_oof_v2.json (calibration + conformal report); the result is recorded there, not twice",artifacts/metrics/final_calibration.json
EXP045,2026-08-13T15:28:05.686822+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,nested ensembles,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,"nested: outer stratified 5-fold x 3 repeats, inner 4-fold",42,paired mean AP difference vs best single,,PENDING_RUN,"sections 19, 20, 53",artifacts/metrics/nested_ensemble.json
EXP046,2026-08-13T17:43:57.380349+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,seed-bagged champion,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,"nested: outer stratified 5-fold x 3 repeats, inner 4-fold",42,paired mean AP gain,,PENDING_RUN,section 18,artifacts/metrics/nested_seed_bagging.json
EXP047,2026-08-13T16:05:03.363763+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,positive-removal stress (nested),,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,"nested: outer stratified 5-fold x 3 repeats, inner 4-fold",42,AP under removal,,PENDING_RUN,section 21,artifacts/metrics/nested_positive_removal.json
EXP048,2026-08-13T17:25:14.640756+00:00,33ac429d422b,7d1be90fe23b,7d30652b72d4,label-noise down-weighting,,F2230|F3892|F3898|F3899|F3912|F3913|F3914|F3915|F3916|F3917|F3918|F3924|__UNNAMED__0,"nested: outer stratified 5-fold x 3 repeats, inner 4-fold",42,paired mean AP gain,,PENDING_RUN,section 22,artifacts/metrics/nested_label_noise.json
